dataset,pid,path,sx,sy,sz,nx,ny,nz,fov_x,fov_y,fov_z,raw_min,raw_max,mean,std,q01,q50,q99,frac_below,frac_above,eff_spacing_h,eff_spacing_w,slab_z_mm
train(totalseg),s1386,F:\Totalsegmentator_dataset_v201\nii\s1386.nii.gz,1.5,1.5,1.5,247,247,331,370.5,370.5,496.5,-1043.0,3140.0,-481.02099609375,495.33172607421875,-1023.0,-360.0,369.0,0.000707042150715458,0.0008900669293290126,1.447265625,1.447265625,18.0
train(totalseg),s1379,F:\Totalsegmentator_dataset_v201\nii\s1379.nii.gz,1.5,1.5,1.5,279,279,490,418.5,418.5,735.0,-1054.0,3150.0,-529.333251953125,494.667236328125,-1024.0,-882.0,424.0,0.0022290330107676295,0.0011556783711436968,1.634765625,1.634765625,18.0
train(totalseg),s1380,F:\Totalsegmentator_dataset_v201\nii\s1380.nii.gz,1.5,1.5,1.5,320,320,543,480.0,480.0,814.5,-1252.0,3194.0,-793.0294799804688,407.9557189941406,-1024.0,-994.0,291.0,0.004825188875779335,0.00283257017598192,1.875,1.875,18.0
train(totalseg),s1394,F:\Totalsegmentator_dataset_v201\nii\s1394.nii.gz,1.5,1.5,1.5,261,261,306,391.5,391.5,459.0,-1041.0,2135.0,-490.6182861328125,494.17926025390625,-1024.0,-641.0,404.0,0.0015313959925129406,0.0017778335970972078,1.529296875,1.529296875,18.0
train(totalseg),s1390,F:\Totalsegmentator_dataset_v201\nii\s1390.nii.gz,1.5,1.5,1.5,285,285,335,427.5,427.5,502.5,-1249.0,1642.0,-503.13177490234375,491.3407287597656,-1024.0,-754.0,341.0,0.0019036848650364608,0.0009019350184888962,1.669921875,1.669921875,18.0
train(totalseg),s1401,F:\Totalsegmentator_dataset_v201\nii\s1401.nii.gz,1.5,1.5,1.5,244,244,179,366.0,366.0,268.5,-1045.0,1744.0,-516.47021484375,510.4062194824219,-1021.0,-918.0,556.0,0.001323643504688209,0.003156813751929727,1.4296875,1.4296875,18.0
train(totalseg),s1391,F:\Totalsegmentator_dataset_v201\nii\s1391.nii.gz,1.5,1.5,1.5,270,270,335,405.0,405.0,502.5,-1137.0,3105.0,-570.0433959960938,483.8647155761719,-1024.0,-924.0,339.0,0.00195839723365079,0.0006648649483092788,1.58203125,1.58203125,18.0
train(totalseg),s1399,F:\Totalsegmentator_dataset_v201\nii\s1399.nii.gz,1.5,1.5,1.5,245,245,239,367.5,367.5,358.5,-1170.0,3443.0,-374.33685302734375,438.2872009277344,-1024.0,-123.0,281.0,0.001592084079884143,0.0018999055902505343,1.435546875,1.435546875,18.0
train(totalseg),s1387,F:\Totalsegmentator_dataset_v201\nii\s1387.nii.gz,1.5,1.5,1.5,281,281,453,421.5,421.5,679.5,-1176.0,3233.0,-539.0220336914062,480.6688232421875,-1024.0,-882.0,294.0,0.0028356681256812397,0.0005233531234620212,1.646484375,1.646484375,18.0
train(totalseg),s1410,F:\Totalsegmentator_dataset_v201\nii\s1410.nii.gz,1.5,1.5,1.5000001192092896,116,105,84,174.0,157.5,126.00001001358032,-1150.0,1996.0,-377.5919494628906,561.876708984375,-1024.0,-103.0,1122.0,0.0020242004847916177,0.013542888419735711,0.615234375,0.6796875,18.000001430511475
train(totalseg),s1384,F:\Totalsegmentator_dataset_v201\nii\s1384.nii.gz,1.5,1.5,1.5,329,329,523,493.5,493.5,784.5,-1336.0,3385.0,-817.6526489257812,395.14605712890625,-1024.0,-999.0,278.0,0.003752937265089231,0.002716602008840867,1.927734375,1.927734375,18.0
train(totalseg),s1395,F:\Totalsegmentator_dataset_v201\nii\s1395.nii.gz,1.5,1.5,1.5,281,281,409,421.5,421.5,613.5,-1270.0,3259.0,-531.7151489257812,494.4935302734375,-1024.0,-877.0,448.0,0.0025624977299154765,0.0011128020133609937,1.646484375,1.646484375,18.0
train(totalseg),s1408,F:\Totalsegmentator_dataset_v201\nii\s1408.nii.gz,1.5,1.5,1.5,151,151,111,226.5,226.5,166.5,-1117.0,3191.0,-544.3714599609375,599.0726318359375,-1023.0,-964.0,1344.0,0.006031027550543046,0.023140275126120546,0.884765625,0.884765625,18.0
train(totalseg),s1388,F:\Totalsegmentator_dataset_v201\nii\s1388.nii.gz,1.5,1.5,1.5,316,316,525,474.0,474.0,787.5,-1116.0,3169.0,-705.1580200195312,439.7158203125,-1024.0,-986.0,276.0,0.003741157626651628,0.0012685120091468832,1.8515625,1.8515625,18.0
train(totalseg),s1416,F:\Totalsegmentator_dataset_v201\nii\s1416.nii.gz,1.5,1.5,1.5,116,140,102,174.0,210.0,153.0,-1278.0,2155.0,-432.2759704589844,597.6128540039062,-1023.0,-745.0,1216.0,0.0036088573360378634,0.020779001255674685,0.8203125,0.6796875,18.0
train(totalseg),s1403,F:\Totalsegmentator_dataset_v201\nii\s1403.nii.gz,1.5,1.5,1.5,258,258,317,387.0,387.0,475.5,-1136.0,2163.0,-548.8101806640625,500.8946533203125,-1024.0,-931.0,401.0,0.0012735539714761445,0.001394497287637612,1.51171875,1.51171875,18.0
train(totalseg),s1400,F:\Totalsegmentator_dataset_v201\nii\s1400.nii.gz,1.5,1.5,1.5,271,271,459,406.5,406.5,688.5,-1051.0,3190.0,-591.8906860351562,490.6476745605469,-1024.0,-937.0,436.0,0.0018624171481567214,0.001281451928910433,1.587890625,1.587890625,18.0
train(totalseg),s1404,F:\Totalsegmentator_dataset_v201\nii\s1404.nii.gz,1.5,1.5,1.5,236,236,421,354.0,354.0,631.5,-1242.0,3287.0,-524.5994262695312,498.1247253417969,-1024.0,-805.0,509.0,0.0031412455053781933,0.0019053204653833517,1.3828125,1.3828125,18.0
train(totalseg),s1405,F:\Totalsegmentator_dataset_v201\nii\s1405.nii.gz,1.5,1.5,1.5,255,255,287,382.5,382.5,430.5,-1134.0,3262.0,-484.79583740234375,488.10107421875,-1023.0,-433.0,408.0,0.0014355236097819226,0.0008310926161895341,1.494140625,1.494140625,18.0
train(totalseg),s1412,F:\Totalsegmentator_dataset_v201\nii\s1412.nii.gz,1.5,1.5,1.5,255,255,311,382.5,382.5,466.5,-1052.0,3404.0,-509.53265380859375,470.42584228515625,-1023.0,-787.0,275.0,0.0009682148131427002,0.0003655282890066823,1.494140625,1.494140625,18.0
train(totalseg),s1411,F:\Totalsegmentator_dataset_v201\nii\s1411.nii.gz,1.5,1.5,1.5,260,260,295,390.0,390.0,442.5,-1051.0,1667.0,-519.7603759765625,477.3763427734375,-1024.0,-823.0,350.0,0.0014110921672851268,0.0005094774847056463,1.5234375,1.5234375,18.0
train(totalseg),s1397,F:\Totalsegmentator_dataset_v201\nii\s1397.nii.gz,1.5,1.5,1.5,320,320,547,480.0,480.0,820.5,-1396.0,3292.0,-682.5507202148438,472.0744323730469,-1024.0,-972.0,513.0,0.004177116360752088,0.0038146992248415204,1.875,1.875,18.0
train(totalseg),s1414,F:\Totalsegmentator_dataset_v201\nii\s1414.nii.gz,1.5,1.5,1.5,235,235,313,352.5,352.5,469.5,-1042.0,1777.0,-490.425537109375,501.7889709472656,-1018.0,-788.0,478.9799999999814,0.001122564111375438,0.0023112532886806906,1.376953125,1.376953125,18.0
train(totalseg),s1418,F:\Totalsegmentator_dataset_v201\nii\s1418.nii.gz,1.5,1.5,1.5,234,234,307,351.0,351.0,460.5,-1041.0,2684.0,-361.1204528808594,447.9457702636719,-1019.0,-118.0,340.0,0.0005444943430410732,0.0008148676402246936,1.37109375,1.37109375,18.0
train(totalseg),s1415,F:\Totalsegmentator_dataset_v201\nii\s1415.nii.gz,1.5,1.5,1.5,291,291,337,436.5,436.5,505.5,-1251.0,3572.0,-576.5299682617188,477.1338806152344,-1024.0,-910.0,272.0,0.0028919842312746386,0.0005839684625492772,1.705078125,1.705078125,18.0
train(totalseg),s1420,F:\Totalsegmentator_dataset_v201\nii\s1420.nii.gz,1.5,1.5,1.5,267,267,241,400.5,400.5,361.5,-1141.0,3247.0,-504.9902038574219,499.89373779296875,-1024.0,-777.0,485.0,0.001714021396979823,0.0011880808460728114,1.564453125,1.564453125,18.0
train(totalseg),s1427,F:\Totalsegmentator_dataset_v201\nii\s1427.nii.gz,1.5,1.5,1.5,217,217,172,325.5,325.5,258.0,-3599.0,1305.0,-1059.8599853515625,1099.1468505859375,-3025.0,-971.0,341.0,0.21290393873058322,0.0001370487115569104,1.271484375,1.271484375,18.0
train(totalseg),s1426,F:\Totalsegmentator_dataset_v201\nii\s1426.nii.gz,1.5,1.5,1.5,293,293,130,439.5,439.5,195.0,-3499.0,1218.0,-1001.6768798828125,1139.509033203125,-3024.0,-932.0,190.0,0.23560182402522067,2.20422760101545e-05,1.716796875,1.716796875,18.0
train(totalseg),s1413,F:\Totalsegmentator_dataset_v201\nii\s1413.nii.gz,1.5,1.5,1.5,333,333,347,499.5,499.5,520.5,-1252.0,3246.0,-669.9451293945312,474.8345031738281,-1024.0,-986.0,372.0,0.003987161661707187,0.0017521473030393596,1.951171875,1.951171875,18.0
train(totalseg),s1425,F:\Totalsegmentator_dataset_v201\nii\s1425.nii.gz,1.5,1.5,1.5,313,313,173,469.5,469.5,259.5,-1235.0,1538.0,-623.9835815429688,488.06402587890625,-1024.0,-975.0,255.0,0.008127732741710574,0.00011682354652922554,1.833984375,1.833984375,18.0
train(totalseg),s1422,F:\Totalsegmentator_dataset_v201\nii\s1422.nii.gz,1.5,1.5,1.5,285,285,345,427.5,427.5,517.5,-1129.0,3132.0,-472.69036865234375,454.0719909667969,-1024.0,-168.0,303.0,0.0021496915438864134,0.0010737752084253348,1.669921875,1.669921875,18.0
train(totalseg),s1423,F:\Totalsegmentator_dataset_v201\nii\s1423.nii.gz,1.5,1.5,1.5,277,277,299,415.5,415.5,448.5,-1291.0,3293.0,-448.0748291015625,482.81365966796875,-1024.0,-122.0,441.0,0.0019096876240630057,0.0010455945112303336,1.623046875,1.623046875,18.0
train(totalseg),s1429,F:\Totalsegmentator_dataset_v201\nii\s1429.nii.gz,1.5,1.5,1.5,296,296,168,444.0,444.0,252.0,-3420.0,1780.0,-1157.7783203125,1066.02685546875,-3024.0,-994.0,311.0,0.22740138787436084,0.001796801627882709,1.734375,1.734375,18.0
train(totalseg),s1424,F:\Totalsegmentator_dataset_v201\nii\s1424.nii.gz,1.5,1.5,1.5,316,316,281,474.0,474.0,421.5,-1267.0,3416.0,-599.50244140625,474.5628967285156,-1024.0,-930.0,258.0,0.003510036158825127,0.0011381155927716563,1.8515625,1.8515625,18.0
train(totalseg),s1421,F:\Totalsegmentator_dataset_v201\nii\s1421.nii.gz,1.5,1.5,1.5,303,303,370,454.5,454.5,555.0,-1461.0,3426.0,-555.5204467773438,512.6570434570312,-1024.0,-920.0,663.0,0.0037128489897887895,0.004892412956486751,1.775390625,1.775390625,18.0
train(totalseg),s1428,F:\Totalsegmentator_dataset_v201\nii\s1428.nii.gz,1.5,1.5,1.5,467,467,166,700.5,700.5,249.0,-3432.0,903.0,-1239.173095703125,983.52294921875,-3024.0,-998.0,89.0,0.2156291821707664,0.0,2.736328125,2.736328125,18.0
infer(airway),CE025005-0008433330-T150,F:\airway_segment_with_img\imgs\CE025005-0008433330-T150.nii.gz,0.68359375,0.68359375,1.5,512,512,193,350.0,350.0,289.5,-1024.0,3071.0,-527.0767211914062,506.6246643066406,-1024.0,-847.0,558.0,0.0,0.0019872389147321877,1.3671875,1.3671875,18.0
infer(airway),CE025005-0006017819-T150,F:\airway_segment_with_img\imgs\CE025005-0006017819-T150.nii.gz,0.697265625,0.697265625,1.5,512,512,204,357.0,357.0,306.0,-1024.0,2028.0,-596.4873046875,485.5767517089844,-1024.0,-908.0,467.0,0.0,0.002668324040059698,1.39453125,1.39453125,18.0
infer(airway),CE025005-2403857-T150,F:\airway_segment_with_img\imgs\CE025005-2403857-T150.nii.gz,0.693359375,0.693359375,1.5,512,512,216,355.0,355.0,324.0,-1024.0,3071.0,-545.1568603515625,491.4649658203125,-1024.0,-878.0,463.0,0.0,0.002574620196146418,1.38671875,1.38671875,18.0
infer(airway),CE025005-2437332-T150,F:\airway_segment_with_img\imgs\CE025005-2437332-T150.nii.gz,0.75390625,0.75390625,1.5,512,512,230,386.0,386.0,345.0,-1024.0,2271.0,-682.6417236328125,461.6759033203125,-1024.0,-943.0,404.0,0.0,0.0013625098974775571,1.5078125,1.5078125,18.0
infer(airway),CE025005-TJ00010214-T150,F:\airway_segment_with_img\imgs\CE025005-TJ00010214-T150.nii.gz,0.75390625,0.75390625,1.5,512,512,230,386.0,386.0,345.0,-1024.0,2191.0,-511.197509765625,497.171630859375,-1024.0,-831.0,532.0,0.0,0.003053050479706315,1.5078125,1.5078125,18.0
infer(airway),CE025005-0008443846-T150,F:\airway_segment_with_img\imgs\CE025005-0008443846-T150.nii.gz,0.6484375,0.6484375,1.5,512,512,249,332.0,332.0,373.5,-1024.0,3071.0,-529.0220336914062,533.9655151367188,-1024.0,-886.0,800.0,0.0,0.004961081822207932,1.296875,1.296875,18.0
infer(airway),CE025005-0008009027-T150,F:\airway_segment_with_img\imgs\CE025005-0008009027-T150.nii.gz,0.736328125,0.736328125,1.5,512,512,276,377.0,377.0,414.0,-1024.0,3071.0,-614.86865234375,494.7509765625,-1024.0,-936.0,487.0,0.0,0.0023769428362635154,1.47265625,1.47265625,18.0
infer(airway),CE025005-0007888861-T150,F:\airway_segment_with_img\imgs\CE025005-0007888861-T150.nii.gz,0.74609375,0.74609375,1.5,512,512,276,382.0,382.0,414.0,-1024.0,3071.0,-523.5177612304688,516.6875610351562,-1024.0,-880.0,748.0,0.0,0.004254768588148117,1.4921875,1.4921875,18.0
infer(airway),CE025005-0008657419-T125,F:\airway_segment_with_img\imgs\CE025005-0008657419-T125.nii.gz,0.7402340173721313,0.7402340173721313,1.25,512,512,261,378.99981689453125,378.99981689453125,326.25,-3024.0,3071.0,-1037.460693359375,1136.5001220703125,-3024.0,-916.0,568.0,0.2157888652098426,0.003575217689782213,1.4804680347442627,1.4804680347442627,15.0
infer(airway),CE025005-TJ00222849-T125,F:\airway_segment_with_img\imgs\CE025005-TJ00222849-T125.nii.gz,0.7324219942092896,0.7324219942092896,1.25,512,512,273,375.00006103515625,375.00006103515625,341.25,-3024.0,3071.0,-952.6830444335938,1170.115966796875,-3024.0,-843.0,557.0,0.2159421427155739,0.002493553582980453,1.464843988418579,1.464843988418579,15.0
infer(airway),CE025005-0008432485-T125,F:\airway_segment_with_img\imgs\CE025005-0008432485-T125.nii.gz,0.7382810115814209,0.7382810115814209,1.25,512,512,265,377.9998779296875,377.9998779296875,331.25,-31743.0,30202.0,-1007.5645751953125,1160.386962890625,-3024.0,-899.0,709.0,0.2756099465690584,0.005228725240010983,1.4765620231628418,1.4765620231628418,15.0
infer(airway),CE025005-0008679320-T125,F:\airway_segment_with_img\imgs\CE025005-0008679320-T125.nii.gz,0.8007810115814209,0.8007810115814209,1.25,512,512,285,409.9998779296875,409.9998779296875,356.25,-3024.0,3071.0,-1053.072509765625,1129.7027587890625,-3024.0,-936.0,527.0,0.2157745361328125,0.0037109375,1.6015620231628418,1.6015620231628418,15.0
infer(airway),CE025006-1909061745-T125,F:\airway_segment_with_img\imgs\CE025006-1909061745-T125.nii.gz,0.607421875,0.607421875,1.25,512,512,201,311.0,311.0,251.25,-1023.0,6327.0,-388.6220397949219,516.7084350585938,-1023.0,-162.0,890.0,0.0,0.00761766359196461,1.21484375,1.21484375,15.0
infer(airway),CE025006-1908201779-T125,F:\airway_segment_with_img\imgs\CE025006-1908201779-T125.nii.gz,0.8359379768371582,0.8359379768371582,1.25,512,512,273,428.000244140625,428.000244140625,341.25,-3024.0,3071.0,-1027.5196533203125,1129.3856201171875,-3024.0,-918.0,517.0,0.21291939438389557,0.002924656149172555,1.6718759536743164,1.6718759536743164,15.0
infer(airway),CE025006-1908221516-T125,F:\airway_segment_with_img\imgs\CE025006-1908221516-T125.nii.gz,0.7832030057907104,0.7832030057907104,1.25,512,512,269,400.99993896484375,400.99993896484375,336.25,-3024.0,2514.0,-994.168701171875,1146.1107177734375,-3024.0,-894.0,510.0,0.21292536906543244,0.003002349909306672,1.566406011581421,1.566406011581421,15.0
infer(airway),CE025006-1908270226-T125,F:\airway_segment_with_img\imgs\CE025006-1908270226-T125.nii.gz,0.703125,0.703125,1.25,512,512,273,360.0,360.0,341.25,-3024.0,3071.0,-1044.5181884765625,1129.910400390625,-3024.0,-946.0,588.0,0.21291939438389557,0.004130435438743696,1.40625,1.40625,15.0
infer(airway),CE025006-1908300501-T125,F:\airway_segment_with_img\imgs\CE025006-1908300501-T125.nii.gz,0.759765625,0.759765625,1.25,512,512,264,389.0,389.0,330.0,-1023.0,2319.0,-555.5750732421875,518.388671875,-1023.0,-902.0,744.0,0.0,0.004455536927601318,1.51953125,1.51953125,15.0
infer(airway),CE025006-1908231861-T125,F:\airway_segment_with_img\imgs\CE025006-1908231861-T125.nii.gz,0.7636719942092896,0.7636719942092896,1.25,512,512,293,391.00006103515625,391.00006103515625,366.25,-3024.0,2221.0,-1073.4818115234375,1110.055908203125,-3024.0,-960.0,467.0,0.21276443417193,0.0021950390999273396,1.527343988418579,1.527343988418579,15.0
infer(airway),CE025006-1908141172-T125,F:\airway_segment_with_img\imgs\CE025006-1908141172-T125.nii.gz,0.703125,0.703125,1.25,512,512,321,360.0,360.0,401.25,-3024.0,2879.0,-1050.416015625,1124.5103759765625,-3024.0,-938.0,577.0,0.2127514645343537,0.00391172731249259,1.40625,1.40625,15.0
infer(airway),CE025006-1909181243-T125,F:\airway_segment_with_img\imgs\CE025006-1909181243-T125.nii.gz,0.7324219942092896,0.7324219942092896,1.25,512,512,272,375.00006103515625,375.00006103515625,340.0,-3024.0,3071.0,-1100.6307373046875,1095.66455078125,-3024.0,-976.0,489.0,0.2129181215806576,0.002584512916001058,1.464843988418579,1.464843988418579,15.0
infer(airway),CE025006-1909191319-T125,F:\airway_segment_with_img\imgs\CE025006-1909191319-T125.nii.gz,0.8320310115814209,0.8320310115814209,1.25,512,512,269,425.9998779296875,425.9998779296875,336.25,-3024.0,3071.0,-1117.107421875,1083.440185546875,-3024.0,-971.0,442.0,0.21292536906543244,0.001636717192524603,1.6640620231628418,1.6640620231628418,15.0
infer(airway),CE025006-1908301138-T125,F:\airway_segment_with_img\imgs\CE025006-1908301138-T125.nii.gz,0.681640625,0.681640625,1.25,512,512,296,349.0,349.0,370.0,-1023.0,6154.0,-624.703857421875,542.3915405273438,-1023.0,-954.0,991.0,0.0,0.00948177679399841,1.36328125,1.36328125,15.0
infer(airway),CE025006-1909191323-T125,F:\airway_segment_with_img\imgs\CE025006-1909191323-T125.nii.gz,0.703125,0.703125,1.25,512,512,281,360.0,360.0,351.25,-3024.0,3071.0,-1110.4661865234375,1092.8033447265625,-3024.0,-969.0,571.0,0.21274834520246846,0.0038977777643833525,1.40625,1.40625,15.0
infer(airway),CE025006-1909201162-T125,F:\airway_segment_with_img\imgs\CE025006-1909201162-T125.nii.gz,0.771484375,0.771484375,1.25,512,512,297,395.0,395.0,371.25,-1023.0,3180.0,-557.4124145507812,536.2706298828125,-1023.0,-922.0,891.0,0.0,0.007867444628337628,1.54296875,1.54296875,15.0
infer(airway),CE025006-1909231144-T125,F:\airway_segment_with_img\imgs\CE025006-1909231144-T125.nii.gz,0.703125,0.703125,1.25,512,512,229,360.0,360.0,286.25,-3024.0,3071.0,-1028.438720703125,1130.92333984375,-3024.0,-929.0,531.0,0.21273710497995335,0.0025319083452277425,1.40625,1.40625,15.0
infer(airway),CE025006-1909280058-T125,F:\airway_segment_with_img\imgs\CE025006-1909280058-T125.nii.gz,0.703125,0.703125,1.25,512,512,257,360.0,360.0,321.25,-3024.0,3071.0,-1074.056640625,1111.0546875,-3024.0,-956.0,547.0,0.21274225952951828,0.0036154410217304964,1.40625,1.40625,15.0
infer(airway),CE025006-1909231085-T125,F:\airway_segment_with_img\imgs\CE025006-1909231085-T125.nii.gz,0.6425780057907104,0.6425780057907104,1.25,512,512,273,328.99993896484375,328.99993896484375,341.25,-3024.0,3071.0,-1091.7530517578125,1106.2655029296875,-3024.0,-957.0,617.0,0.21291939438389557,0.00490259697795592,1.285156011581421,1.285156011581421,15.0
infer(airway),CE025006-1910141174-T125,F:\airway_segment_with_img\imgs\CE025006-1910141174-T125.nii.gz,0.7421879768371582,0.7421879768371582,1.25,512,512,250,380.000244140625,380.000244140625,312.5,-3024.0,2836.0,-1003.1473999023438,1143.026611328125,-3024.0,-903.0,527.0,0.21275365821726738,0.003563048229050223,1.4843759536743164,1.4843759536743164,15.0
infer(airway),CE025006-1909251350-T125,F:\airway_segment_with_img\imgs\CE025006-1909251350-T125.nii.gz,0.703125,0.703125,1.25,512,512,285,360.0,360.0,356.25,-3024.0,3071.0,-1083.3109130859375,1108.643310546875,-3024.0,-960.0,565.0,0.2127532958984375,0.0039403279622395836,1.40625,1.40625,15.0
infer(airway),CE025006-1910171922-T125,F:\airway_segment_with_img\imgs\CE025006-1910171922-T125.nii.gz,0.703125,0.703125,1.25,512,512,237,360.0,360.0,296.25,-3024.0,3071.0,-934.9616088867188,1188.4676513671875,-3024.0,-320.0,444.0,0.22216796875,0.0028570633900316454,1.40625,1.40625,15.0
infer(airway),CE025006-1910181433-T125,F:\airway_segment_with_img\imgs\CE025006-1910181433-T125.nii.gz,0.703125,0.703125,1.25,512,512,225,360.0,360.0,281.25,-3024.0,3071.0,-989.218505859375,1149.35791015625,-3024.0,-888.0,587.0,0.2127532958984375,0.004640706380208333,1.40625,1.40625,15.0
infer(airway),CE025006-1910090587-T125,F:\airway_segment_with_img\imgs\CE025006-1910090587-T125.nii.gz,0.703125,0.703125,1.25,512,512,269,360.0,360.0,336.25,-3024.0,3071.0,-1013.0341796875,1141.5311279296875,-3024.0,-912.0,569.0,0.21292536906543244,0.0029160725526202534,1.40625,1.40625,15.0
infer(airway),CE025006-1910160112-T125,F:\airway_segment_with_img\imgs\CE025006-1910160112-T125.nii.gz,0.7832030057907104,0.7832030057907104,1.25,512,512,269,400.99993896484375,400.99993896484375,336.25,-3024.0,3071.0,-1023.8832397460938,1126.550048828125,-3024.0,-907.0,454.0,0.21292536906543244,0.0017898722635655828,1.566406011581421,1.566406011581421,15.0
infer(airway),CE025006-1910160941-T125,F:\airway_segment_with_img\imgs\CE025006-1910160941-T125.nii.gz,0.703125,0.703125,1.25,512,512,309,360.0,360.0,386.25,-3024.0,2892.0,-1110.8973388671875,1092.530029296875,-3024.0,-977.0,502.0,0.2127520219712695,0.0033917590530002212,1.40625,1.40625,15.0
infer(airway),CE025006-1910180613-T125,F:\airway_segment_with_img\imgs\CE025006-1910180613-T125.nii.gz,0.7851560115814209,0.7851560115814209,1.25,512,512,290,401.9998779296875,401.9998779296875,362.5,-3024.0,3071.0,-1073.583984375,1106.370849609375,-3024.0,-955.0,436.0,0.21276412370541678,0.0024244899131780208,1.5703120231628418,1.5703120231628418,15.0
infer(airway),CE025006-1910161533-T125,F:\airway_segment_with_img\imgs\CE025006-1910161533-T125.nii.gz,0.6171875,0.6171875,1.25,512,512,260,316.0,316.0,325.0,-1023.0,3566.0,-655.0732421875,513.74072265625,-1023.0,-948.0,887.0,0.0,0.007234424522275331,1.234375,1.234375,15.0
infer(airway),CE025006-1910210463-T125,F:\airway_segment_with_img\imgs\CE025006-1910210463-T125.nii.gz,0.7832030057907104,0.7832030057907104,1.25,512,512,237,400.99993896484375,400.99993896484375,296.25,-3024.0,3071.0,-1102.0670166015625,1120.075927734375,-3024.0,-951.0,517.0,0.22216796875,0.0035663073575949366,1.566406011581421,1.566406011581421,15.0
infer(airway),CE025006-1910270619-T125,F:\airway_segment_with_img\imgs\CE025006-1910270619-T125.nii.gz,0.703125,0.703125,1.25,512,512,293,360.0,360.0,366.25,-3024.0,3071.0,-1095.5052490234375,1099.6448974609375,-3024.0,-955.0,557.0,0.21276443417193,0.0030460419987194337,1.40625,1.40625,15.0
infer(airway),CE025006-1911011049-T125,F:\airway_segment_with_img\imgs\CE025006-1911011049-T125.nii.gz,0.703125,0.703125,1.25,512,512,269,360.0,360.0,336.25,-3024.0,3071.0,-1095.8829345703125,1102.0015869140625,-3024.0,-965.0,536.0,0.21292536906543244,0.00301919696712118,1.40625,1.40625,15.0
infer(airway),CE025006-1911011428-T125,F:\airway_segment_with_img\imgs\CE025006-1911011428-T125.nii.gz,0.625,0.625,1.2499998807907104,512,512,258,320.0,320.0,322.4999692440033,-1023.0,3236.0,-570.64404296875,523.7057495117188,-1023.0,-905.0,834.0,0.0,0.006087338145626582,1.25,1.25,14.999998569488525
infer(airway),CE025006-1911051179-T125,F:\airway_segment_with_img\imgs\CE025006-1911051179-T125.nii.gz,0.6679689884185791,0.6679689884185791,1.25,512,512,273,342.0001220703125,342.0001220703125,341.25,-3024.0,3071.0,-1139.6695556640625,1072.3389892578125,-3024.0,-976.0,468.0,0.21291939438389557,0.0015991540932610167,1.3359379768371582,1.3359379768371582,15.0
infer(airway),CE025006-1911042326-T125,F:\airway_segment_with_img\imgs\CE025006-1911042326-T125.nii.gz,0.703125,0.703125,1.25,512,512,269,360.0,360.0,336.25,-3024.0,2717.0,-1000.3092041015625,1141.716552734375,-3024.0,-891.0,526.0,0.21292536906543244,0.0035057195761280255,1.40625,1.40625,15.0
infer(airway),CE025006-1911030294-T125,F:\airway_segment_with_img\imgs\CE025006-1911030294-T125.nii.gz,0.7558590173721313,0.7558590173721313,1.25,512,512,277,386.99981689453125,386.99981689453125,346.25,-3024.0,3071.0,-1033.60400390625,1130.923583984375,-3024.0,-928.0,536.0,0.21275460653500722,0.003055737009933056,1.5117180347442627,1.5117180347442627,15.0
infer(airway),CE025006-T1906172015-T125,F:\airway_segment_with_img\imgs\CE025006-T1906172015-T125.nii.gz,0.701171875,0.701171875,1.25,512,512,265,359.0,359.0,331.25,-1023.0,3632.0,-560.8409423828125,547.1849365234375,-1023.0,-920.0,972.0,0.0,0.009079985187461741,1.40234375,1.40234375,15.0
infer(airway),CE025006-T1907101610-T125,F:\airway_segment_with_img\imgs\CE025006-T1907101610-T125.nii.gz,0.77734375,0.77734375,1.25,512,512,281,398.0,398.0,351.25,-1023.0,30096.0,-633.9729614257812,524.0675048828125,-1023.0,-960.0,892.0,0.0,0.008029623111009314,1.5546875,1.5546875,15.0
infer(airway),CE025006-T1907150306-T125,F:\airway_segment_with_img\imgs\CE025006-T1907150306-T125.nii.gz,0.755859375,0.755859375,1.25,512,512,280,387.0,387.0,350.0,-1023.0,3252.0,-604.5554809570312,538.1426391601562,-1023.0,-948.0,946.0,0.0,0.008748896684281072,1.51171875,1.51171875,15.0
infer(airway),CE025006-T1908280111-T125,F:\airway_segment_with_img\imgs\CE025006-T1908280111-T125.nii.gz,0.71875,0.71875,1.25,512,512,276,368.0,368.0,345.0,-1023.0,31472.0,-600.7650146484375,538.9669799804688,-1023.0,-935.0,956.0,0.0,0.008716138920239964,1.4375,1.4375,15.0
infer(airway),CE025006-T1908060115-T125,F:\airway_segment_with_img\imgs\CE025006-T1908060115-T125.nii.gz,0.7421875,0.7421875,1.25,512,512,300,380.0,380.0,375.0,-1023.0,3354.0,-658.5838012695312,520.389404296875,-1023.0,-959.0,901.0,0.0,0.00785675048828125,1.484375,1.484375,15.0
infer(airway),CE025006-T1908280446,F:\airway_segment_with_img\imgs\CE025006-T1908280446.nii.gz,0.75,0.75,1.25,512,512,249,384.0,384.0,311.25,-1023.0,8301.0,-543.42138671875,547.2227172851562,-1023.0,-912.0,984.0,0.0,0.009272010661295575,1.5,1.5,15.0
